TransactionID,Timestamp,SenderCountry,ReceiverCountry,Amount,Currency,TransactionType,RiskScore,JurisdictionRisk,ComplianceFlag,GeneratedByGenAI
TX-100760,2024-04-24 14:02:21.987051,Brazil,Brazil,29201.15,BRL,SWIFT,43.68,Medium,False,Yes
TX-100761,2024-11-22 16:51:54.987051,UK,Italy,80877.76,GBP,ACH,96.21,High,True,Yes
TX-100762,2024-09-09 03:23:35.987051,India,Germany,92035.09,INR,Wire,36.53,Low,False,Yes
TX-100763,2024-04-22 18:30:45.987051,Canada,UK,42806.64,CAD,Wire,38.11,Low,False,Yes
TX-100764,2024-12-26 15:38:18.987051,France,Spain,36568.56,EUR,SWIFT,65.35,Medium,False,Yes
TX-100765,2024-06-05 18:24:18.987051,Japan,France,80241.91,JPY,RTGS,41.92,Medium,False,Yes
TX-100766,2024-10-26 16:25:38.987051,India,Germany,52995.34,INR,SEPA,95.12,High,True,Yes
TX-100767,2024-07-09 21:04:31.987051,India,India,68476.46,INR,SEPA,89.45,High,True,Yes
TX-100768,2025-02-02 16:12:13.987051,China,Canada,62320.64,CNY,SWIFT,51.34,Medium,False,Yes
TX-100769,2024-04-26 00:15:03.987051,Spain,USA,15373.6,EUR,RTGS,64.48,Medium,False,Yes
TX-100770,2024-04-26 15:42:53.987051,Canada,Australia,84494.56,CAD,SEPA,5.8,Low,False,Yes
TX-100771,2024-08-10 21:12:45.987051,Russia,India,19657.93,RUB,SWIFT,69.57,Medium,False,Yes
TX-100772,2024-06-17 09:50:24.987051,South Africa,France,93234.99,ZAR,SWIFT,70.72,High,True,Yes
TX-100773,2025-01-15 14:59:26.987051,Germany,UK,25132.07,EUR,SEPA,35.92,Low,False,Yes
TX-100774,2024-12-11 00:57:52.987051,India,Brazil,73414.71,INR,RTGS,21.97,Low,False,Yes
TX-100775,2024-04-30 23:03:54.987051,France,Australia,28537.07,EUR,Wire,91.51,High,True,Yes
TX-100776,2024-09-03 15:42:28.987051,Germany,Russia,31846.76,EUR,RTGS,42.67,Medium,False,Yes
TX-100777,2024-08-18 16:26:51.987051,South Africa,China,31069.19,ZAR,ACH,65.37,Medium,False,Yes
TX-100778,2024-09-20 22:01:16.987051,Germany,Brazil,74814.44,EUR,SWIFT,3.33,Low,False,Yes
TX-100779,2024-07-28 05:20:16.987051,UK,China,55725.83,GBP,SWIFT,41.41,Medium,False,Yes
TX-100780,2024-05-01 12:28:15.987051,USA,USA,88306.95,USD,SEPA,81.73,High,True,Yes
TX-100781,2024-11-21 05:24:40.987051,USA,Australia,30806.53,USD,Wire,38.76,Low,False,Yes
TX-100782,2024-04-17 04:59:40.987051,Germany,Australia,69230.05,EUR,Wire,60.32,Medium,False,Yes
TX-100783,2024-08-23 22:07:12.987051,Australia,South Africa,75319.57,AUD,Wire,20.99,Low,False,Yes
TX-100784,2024-08-22 03:34:36.987051,China,UK,15233.06,CNY,SEPA,41.65,Medium,False,Yes
TX-100785,2024-06-06 20:58:49.987051,Russia,Russia,40118.88,RUB,RTGS,92.76,High,True,Yes
TX-100786,2024-11-30 05:19:47.987051,South Africa,Brazil,48333.47,ZAR,SEPA,56.65,Medium,False,Yes
TX-100787,2024-06-02 00:56:44.987051,Canada,Italy,35633.17,CAD,SEPA,90.19,High,True,Yes
TX-100788,2024-10-27 08:33:23.987051,Australia,UK,32279.05,AUD,Wire,90.2,High,True,Yes
TX-100789,2024-08-19 10:16:54.987051,Italy,South Africa,68673.35,EUR,SEPA,94.41,High,True,Yes
TX-100790,2024-11-05 01:26:14.987051,Netherlands,Russia,21665.05,EUR,ACH,89.54,High,True,Yes
TX-100791,2025-03-12 00:38:28.987051,India,Spain,70968.14,INR,RTGS,0.33,Low,False,Yes
TX-100792,2025-03-05 19:22:09.987051,China,India,93510.92,CNY,Wire,93.4,High,True,Yes
TX-100793,2025-02-24 09:29:54.987051,Germany,Australia,56563.23,EUR,RTGS,13.75,Low,False,Yes
TX-100794,2024-08-26 16:02:29.987051,Brazil,Brazil,61182.28,BRL,RTGS,3.99,Low,False,Yes
TX-100795,2025-02-06 12:56:24.987051,Brazil,India,6986.38,BRL,Wire,5.54,Low,False,Yes
TX-100796,2024-05-30 03:29:09.987051,Italy,USA,86461.24,EUR,SEPA,34.89,Low,False,Yes
TX-100797,2025-01-29 16:09:37.987051,Australia,Russia,28616.23,AUD,SEPA,62.08,Medium,False,Yes
TX-100798,2024-05-15 23:10:02.987051,Italy,India,61543.61,EUR,Wire,40.23,Medium,False,Yes
TX-100799,2024-12-19 19:30:49.987051,Germany,Canada,97913.31,EUR,ACH,2.56,Low,False,Yes
TX-100800,2025-03-04 04:24:41.987051,UK,Italy,59590.71,GBP,SEPA,47.65,Medium,False,Yes
TX-100801,2024-11-13 17:50:33.987051,India,Netherlands,72498.48,INR,Wire,44.21,Medium,False,Yes
TX-100802,2024-10-22 05:42:14.987051,Brazil,Brazil,44587.43,BRL,ACH,75.68,High,True,Yes
TX-100803,2024-03-29 09:30:30.987051,USA,Spain,6130.55,USD,SEPA,27.96,Low,False,Yes
TX-100804,2024-09-25 21:34:55.987051,Netherlands,Japan,79780.18,EUR,RTGS,21.75,Low,False,Yes
TX-100805,2024-07-15 10:37:11.987051,South Africa,USA,3596.38,ZAR,SEPA,25.59,Low,False,Yes
TX-100806,2024-12-12 02:11:49.987051,Russia,France,70095.72,RUB,SEPA,30.37,Low,False,Yes
TX-100807,2024-09-07 22:40:02.987051,South Africa,Italy,2389.87,ZAR,Wire,59.92,Medium,False,Yes
TX-100808,2024-10-07 13:16:57.987051,Netherlands,South Africa,86244.29,EUR,Wire,47.15,Medium,False,Yes
TX-100809,2024-11-22 21:42:49.987051,Canada,France,15847.84,CAD,SWIFT,33.69,Low,False,Yes
TX-100810,2024-03-24 07:41:54.987051,South Africa,Brazil,51475.72,ZAR,ACH,37.43,Low,False,Yes
TX-100811,2024-04-18 17:55:55.987051,Italy,China,59755.36,EUR,RTGS,37.09,Low,False,Yes
TX-100812,2024-06-03 23:17:04.988139,Germany,Japan,45808.79,EUR,Wire,97.24,High,True,Yes
TX-100813,2024-05-14 04:08:31.988139,UK,China,34142.27,GBP,SWIFT,23.3,Low,False,Yes
TX-100814,2024-10-28 19:43:50.988139,South Africa,South Africa,46834.65,ZAR,ACH,81.81,High,True,Yes
TX-100815,2024-06-23 17:34:42.988139,Brazil,Germany,31210.43,BRL,SEPA,70.82,High,True,Yes
TX-100816,2024-04-25 10:53:40.988139,Japan,South Africa,43868.42,JPY,ACH,0.56,Low,False,Yes
TX-100817,2024-12-27 12:51:14.988139,Australia,India,35955.41,AUD,SWIFT,99.32,High,True,Yes
TX-100818,2024-05-30 22:15:53.988139,USA,Canada,56663.86,USD,SWIFT,75.64,High,True,Yes
TX-100819,2024-12-30 08:34:47.988139,Japan,China,23868.62,JPY,SEPA,68.24,Medium,False,Yes
TX-100820,2024-09-08 13:38:59.988139,Germany,Netherlands,98866.79,EUR,SWIFT,40.53,Medium,False,Yes
TX-100821,2024-06-08 16:37:15.988139,Netherlands,Spain,50136.91,EUR,ACH,55.52,Medium,False,Yes
TX-100822,2024-04-13 06:27:52.988139,Russia,Brazil,19496.79,RUB,Wire,25.33,Low,False,Yes
TX-100823,2025-02-17 04:05:55.988139,Canada,Netherlands,47758.97,CAD,ACH,3.55,Low,False,Yes
TX-100824,2024-11-08 01:08:18.988139,Australia,USA,86654.87,AUD,Wire,83.6,High,True,Yes
TX-100825,2024-04-07 02:39:16.988139,UK,Japan,2278.5,GBP,SEPA,89.65,High,True,Yes
TX-100826,2025-03-08 23:42:24.988139,South Africa,Netherlands,67987.46,ZAR,SEPA,16.25,Low,False,Yes
TX-100827,2024-06-09 05:20:43.988139,Australia,India,54841.98,AUD,SWIFT,78.71,High,True,Yes
TX-100828,2024-08-11 09:22:38.988139,India,Spain,17038.84,INR,ACH,74.12,High,True,Yes
TX-100829,2024-11-28 19:19:59.988139,Japan,Netherlands,81765.9,JPY,ACH,17.84,Low,False,Yes
TX-100830,2024-04-01 13:08:23.988139,Japan,USA,36951.57,JPY,ACH,42.18,Medium,False,Yes
TX-100831,2024-08-26 23:06:13.988139,China,Canada,29450.82,CNY,SEPA,42.28,Medium,False,Yes
TX-100832,2024-12-23 14:44:13.988139,Spain,Italy,82829.71,EUR,ACH,76.0,High,True,Yes
TX-100833,2024-03-28 23:05:27.988139,South Africa,Spain,63888.65,ZAR,SEPA,83.77,High,True,Yes
TX-100834,2024-12-12 22:09:21.988139,Netherlands,Australia,89836.08,EUR,ACH,9.48,Low,False,Yes
TX-100835,2024-10-11 15:31:12.988139,Australia,China,63025.38,AUD,RTGS,56.3,Medium,False,Yes
TX-100836,2024-05-27 21:45:05.988139,China,USA,74107.68,CNY,ACH,76.17,High,True,Yes
TX-100837,2024-08-09 01:53:06.988139,Russia,Spain,83660.95,RUB,RTGS,78.62,High,True,Yes
TX-100838,2025-01-19 18:10:53.988139,Brazil,Spain,5568.49,BRL,Wire,14.8,Low,False,Yes
TX-100839,2024-06-04 14:48:32.988139,Netherlands,UK,77627.29,EUR,SWIFT,52.55,Medium,False,Yes
TX-100840,2024-09-07 15:31:35.988139,Japan,India,61409.28,JPY,SWIFT,85.76,High,True,Yes
TX-100841,2024-10-02 08:55:30.988139,Italy,Japan,7043.83,EUR,RTGS,31.85,Low,False,Yes
TX-100842,2024-09-13 17:19:57.988139,Russia,Brazil,50906.93,RUB,ACH,42.51,Medium,False,Yes
TX-100843,2025-01-27 06:39:27.988139,Netherlands,Canada,8337.56,EUR,Wire,80.44,High,True,Yes
TX-100844,2024-05-01 15:54:28.988139,Japan,Japan,73621.13,JPY,SWIFT,8.93,Low,False,Yes
TX-100845,2024-08-17 05:02:59.988139,Australia,Brazil,54695.52,AUD,ACH,85.95,High,True,Yes
TX-100846,2024-10-08 18:57:58.988139,Netherlands,South Africa,95362.0,EUR,RTGS,31.12,Low,False,Yes
TX-100847,2024-11-08 05:56:09.988139,UK,Germany,18395.22,GBP,ACH,0.15,Low,False,Yes
TX-100848,2024-10-30 18:10:54.988139,Brazil,UK,60642.74,BRL,ACH,23.42,Low,False,Yes
TX-100849,2024-08-30 09:56:37.988139,Russia,Spain,21237.06,RUB,ACH,8.95,Low,False,Yes
TX-100850,2025-01-29 17:10:51.988139,Australia,Germany,61445.09,AUD,SWIFT,9.24,Low,False,Yes
TX-100851,2024-07-12 06:55:57.988139,Australia,Japan,72292.71,AUD,RTGS,69.28,Medium,False,Yes
TX-100852,2024-05-28 00:01:41.988139,France,Canada,72258.2,EUR,ACH,21.4,Low,False,Yes
TX-100853,2024-10-08 08:27:34.988139,South Africa,India,81525.89,ZAR,SEPA,93.47,High,True,Yes
TX-100854,2024-05-27 23:08:51.988139,Germany,Australia,85369.67,EUR,SEPA,51.64,Medium,False,Yes
TX-100855,2025-01-30 23:49:11.988139,Russia,Brazil,7819.45,RUB,ACH,46.01,Medium,False,Yes
TX-100856,2024-06-19 23:01:25.988139,India,South Africa,34392.39,INR,SWIFT,43.43,Medium,False,Yes
TX-100857,2024-03-27 21:49:06.988139,France,China,68743.54,EUR,SWIFT,69.26,Medium,False,Yes
TX-100858,2024-10-20 09:37:10.988139,South Africa,Russia,49908.77,ZAR,SWIFT,45.23,Medium,False,Yes
TX-100859,2024-06-27 06:23:10.988139,South Africa,Brazil,19148.53,ZAR,RTGS,12.86,Low,False,Yes
TX-100860,2024-12-09 00:55:23.988139,Japan,Germany,55315.69,JPY,ACH,88.02,High,True,Yes
TX-100861,2024-09-12 04:35:09.988139,Australia,South Africa,40802.82,AUD,SEPA,42.84,Medium,False,Yes
TX-100862,2024-04-27 03:49:10.988139,India,Brazil,39064.82,INR,ACH,7.4,Low,False,Yes
TX-100863,2024-06-01 06:16:51.988139,Germany,South Africa,80994.4,EUR,SWIFT,52.94,Medium,False,Yes
TX-100864,2024-08-24 12:24:21.988139,France,Germany,40819.07,EUR,Wire,64.73,Medium,False,Yes
TX-100865,2025-01-21 05:18:49.988139,Australia,Spain,2742.81,AUD,SWIFT,27.56,Low,False,Yes
TX-100866,2024-08-25 12:26:23.988139,Canada,Spain,5900.53,CAD,RTGS,80.03,High,True,Yes
TX-100867,2024-11-14 09:23:45.989141,Brazil,Netherlands,85638.78,BRL,ACH,66.98,Medium,False,Yes
TX-100868,2025-03-05 05:24:55.989141,France,France,96064.02,EUR,SWIFT,65.03,Medium,False,Yes
TX-100869,2024-10-27 23:22:46.989141,Germany,Japan,68872.09,EUR,RTGS,42.08,Medium,False,Yes
TX-100870,2024-11-05 04:15:46.989141,France,India,36500.39,EUR,Wire,96.19,High,True,Yes
TX-100871,2024-06-02 07:35:27.989141,Spain,Italy,93866.17,EUR,ACH,27.42,Low,False,Yes
TX-100872,2024-06-28 14:16:43.989141,Spain,France,66314.03,EUR,ACH,57.77,Medium,False,Yes
TX-100873,2025-03-11 05:53:23.989141,Netherlands,USA,84448.92,EUR,RTGS,30.91,Low,False,Yes
TX-100874,2024-07-17 14:30:47.989141,Japan,Canada,76608.65,JPY,RTGS,74.48,High,True,Yes
TX-100875,2024-08-07 10:48:39.989141,Canada,Spain,37976.02,CAD,SEPA,4.78,Low,False,Yes
TX-100876,2024-06-30 18:17:00.989141,UK,Spain,47922.35,GBP,SEPA,4.59,Low,False,Yes
TX-100877,2025-01-16 05:56:29.989141,UK,Australia,18694.6,GBP,RTGS,81.09,High,True,Yes
TX-100878,2025-01-28 05:35:28.989141,Germany,Australia,29272.21,EUR,SWIFT,43.43,Medium,False,Yes
TX-100879,2024-03-25 22:59:17.989141,Italy,Japan,77834.75,EUR,ACH,34.12,Low,False,Yes
TX-100880,2024-04-27 09:47:03.989141,Brazil,Japan,89408.44,BRL,SWIFT,60.75,Medium,False,Yes
TX-100881,2024-10-06 23:03:51.989141,UK,Russia,72473.6,GBP,RTGS,70.19,High,True,Yes
TX-100882,2025-02-27 16:42:11.989141,Brazil,Canada,46570.85,BRL,RTGS,20.12,Low,False,Yes
TX-100883,2024-06-08 19:32:51.989141,Germany,Australia,8742.28,EUR,ACH,18.54,Low,False,Yes
TX-100884,2024-07-05 22:39:28.989141,Canada,Brazil,5789.1,CAD,RTGS,95.82,High,True,Yes
TX-100885,2024-03-24 04:35:05.989141,Italy,Japan,37495.12,EUR,ACH,58.97,Medium,False,Yes
TX-100886,2024-10-11 10:12:57.989141,Italy,India,46435.79,EUR,SEPA,39.01,Low,False,Yes
TX-100887,2025-01-25 14:31:23.989141,Spain,Russia,60951.15,EUR,SEPA,80.14,High,True,Yes
TX-100888,2024-03-20 07:26:28.989141,Japan,Japan,748.3,JPY,SWIFT,52.52,Medium,False,Yes
TX-100889,2025-01-08 02:00:19.989141,Australia,Netherlands,98973.32,AUD,RTGS,24.17,Low,False,Yes
TX-100890,2024-03-28 18:37:48.989141,Italy,France,36457.49,EUR,SEPA,20.67,Low,False,Yes
TX-100891,2024-03-28 16:11:42.989141,USA,Australia,84824.66,USD,SWIFT,39.69,Low,False,Yes
TX-100892,2025-01-12 14:52:08.989141,Germany,China,53543.17,EUR,SEPA,85.99,High,True,Yes
TX-100893,2024-07-17 00:37:12.989141,Russia,Spain,13130.9,RUB,SEPA,6.14,Low,False,Yes
TX-100894,2024-05-11 06:22:01.989141,Italy,South Africa,79776.8,EUR,Wire,21.85,Low,False,Yes
TX-100895,2024-09-06 15:03:09.989141,Italy,India,71011.72,EUR,Wire,89.32,High,True,Yes
TX-100896,2024-10-23 16:24:58.989141,Netherlands,Brazil,52790.86,EUR,ACH,12.17,Low,False,Yes
TX-100897,2024-09-15 21:19:51.989141,South Africa,South Africa,51503.85,ZAR,SWIFT,62.96,Medium,False,Yes
TX-100898,2024-10-13 15:56:43.989141,China,Netherlands,8839.21,CNY,ACH,21.35,Low,False,Yes
TX-100899,2024-04-22 16:34:22.989141,Brazil,Canada,65619.31,BRL,SWIFT,60.59,Medium,False,Yes
TX-100900,2024-05-15 08:30:57.989141,USA,Germany,91133.39,USD,SWIFT,38.31,Low,False,Yes
TX-100901,2024-10-04 18:14:48.989141,Russia,Netherlands,9415.17,RUB,SWIFT,10.17,Low,False,Yes
TX-100902,2024-04-21 04:24:02.989141,Netherlands,Netherlands,26424.79,EUR,ACH,58.25,Medium,False,Yes
TX-100903,2024-06-17 20:17:31.989141,South Africa,Australia,90240.57,ZAR,RTGS,68.3,Medium,False,Yes
TX-100904,2024-10-10 00:06:09.989141,China,Canada,28505.96,CNY,Wire,68.03,Medium,False,Yes
TX-100905,2025-01-16 11:54:43.989141,Italy,Canada,65428.97,EUR,SWIFT,63.7,Medium,False,Yes
TX-100906,2024-10-16 08:14:23.989141,Australia,Italy,53528.33,AUD,ACH,50.02,Medium,False,Yes
TX-100907,2024-04-10 12:21:13.989141,USA,Netherlands,59673.13,USD,SEPA,51.95,Medium,False,Yes
TX-100908,2025-01-04 13:31:21.989141,Spain,UK,41637.31,EUR,SEPA,63.56,Medium,False,Yes
TX-100909,2024-10-22 22:58:25.989141,France,France,30069.15,EUR,RTGS,69.03,Medium,False,Yes
TX-100910,2024-04-06 02:36:45.989141,South Africa,Canada,4948.49,ZAR,Wire,65.49,Medium,False,Yes
TX-100911,2024-05-06 14:12:40.989141,Italy,Canada,74453.67,EUR,RTGS,58.69,Medium,False,Yes
TX-100912,2024-06-21 09:51:10.989141,Russia,UK,74634.74,RUB,SWIFT,15.58,Low,False,Yes
TX-100913,2024-11-22 00:36:42.989141,Netherlands,France,67105.5,EUR,SWIFT,21.06,Low,False,Yes
TX-100914,2025-03-05 21:52:37.989141,Russia,Canada,64399.02,RUB,ACH,26.02,Low,False,Yes
TX-100915,2024-10-31 03:52:07.989141,Italy,Brazil,24447.34,EUR,Wire,91.97,High,True,Yes
TX-100916,2025-02-14 22:59:19.989141,Japan,UK,2332.26,JPY,SEPA,75.94,High,True,Yes
TX-100917,2024-12-04 04:21:32.989141,Brazil,Australia,80890.67,BRL,Wire,55.29,Medium,False,Yes
TX-100918,2024-11-14 20:42:00.989141,Brazil,UK,49164.74,BRL,ACH,25.21,Low,False,Yes
TX-100919,2024-09-19 03:29:31.989141,Japan,Russia,30753.13,JPY,RTGS,11.09,Low,False,Yes
TX-100920,2024-07-20 05:11:46.989141,South Africa,Germany,10283.0,ZAR,Wire,89.88,High,True,Yes
TX-100921,2024-04-04 15:20:20.989141,China,Japan,6365.89,CNY,ACH,89.27,High,True,Yes
TX-100922,2024-10-27 23:23:52.989141,Netherlands,India,34951.79,EUR,RTGS,11.07,Low,False,Yes
TX-100923,2024-12-23 21:18:37.989141,Germany,USA,80493.23,EUR,RTGS,79.72,High,True,Yes
TX-100924,2024-06-24 22:13:41.989141,Australia,France,91880.5,AUD,RTGS,44.66,Medium,False,Yes
TX-100925,2024-06-11 18:58:23.989141,Germany,Italy,89685.46,EUR,Wire,32.4,Low,False,Yes
TX-100926,2024-03-31 05:24:55.989141,France,India,92008.08,EUR,Wire,73.91,High,True,Yes
TX-100927,2025-01-04 09:37:46.989141,Italy,Japan,90781.76,EUR,SEPA,61.43,Medium,False,Yes
TX-100928,2024-04-27 01:31:15.989141,Australia,Netherlands,52769.75,AUD,RTGS,78.0,High,True,Yes
TX-100929,2025-01-27 11:14:37.989141,USA,UK,22019.62,USD,RTGS,7.43,Low,False,Yes
TX-100930,2024-11-03 04:50:06.989141,Italy,Australia,79824.85,EUR,SWIFT,31.86,Low,False,Yes
TX-100931,2024-06-09 11:01:32.989141,Spain,Spain,21449.93,EUR,SWIFT,31.93,Low,False,Yes
TX-100932,2025-02-06 08:46:54.989141,India,Italy,26794.01,INR,ACH,32.98,Low,False,Yes
TX-100933,2024-04-14 10:33:11.989141,India,Australia,23402.11,INR,SWIFT,50.25,Medium,False,Yes
TX-100934,2024-08-26 19:35:02.989141,South Africa,Brazil,51546.74,ZAR,SWIFT,28.3,Low,False,Yes
TX-100935,2024-08-27 19:15:30.989141,Italy,India,32250.57,EUR,SWIFT,44.44,Medium,False,Yes
TX-100936,2025-01-14 06:16:15.989141,Brazil,USA,15500.19,BRL,SEPA,36.78,Low,False,Yes
TX-100937,2024-09-28 01:02:19.989141,UK,France,45372.02,GBP,SWIFT,73.53,High,True,Yes
TX-100938,2024-12-12 12:58:29.989141,Russia,Germany,87403.33,RUB,Wire,60.35,Medium,False,Yes
TX-100939,2024-06-18 13:02:41.989141,Australia,Canada,57098.23,AUD,RTGS,65.36,Medium,False,Yes
TX-100940,2025-03-01 21:15:58.989141,Netherlands,USA,87845.73,EUR,ACH,21.06,Low,False,Yes
TX-100941,2024-11-28 17:30:18.989141,UK,Russia,19667.63,GBP,RTGS,32.55,Low,False,Yes
TX-100942,2024-12-18 13:51:12.990462,China,South Africa,16780.69,CNY,ACH,2.12,Low,False,Yes
TX-100943,2024-03-18 14:40:37.990462,Japan,Germany,57600.15,JPY,Wire,10.84,Low,False,Yes
TX-100944,2024-12-26 15:24:14.990462,USA,Russia,46386.56,USD,SWIFT,26.51,Low,False,Yes
TX-100945,2024-07-02 07:05:46.990462,Netherlands,Japan,66051.25,EUR,Wire,6.55,Low,False,Yes
TX-100946,2024-09-08 11:39:54.990462,Italy,India,79483.22,EUR,SWIFT,60.26,Medium,False,Yes
TX-100947,2024-10-06 18:29:49.990462,China,Spain,75155.6,CNY,RTGS,99.81,High,True,Yes
TX-100948,2024-04-30 13:53:33.990462,China,Italy,94231.89,CNY,ACH,10.08,Low,False,Yes
TX-100949,2024-08-20 14:54:12.990462,India,China,39885.82,INR,Wire,82.12,High,True,Yes
TX-100950,2024-10-09 20:50:51.990462,USA,Spain,20718.04,USD,SWIFT,11.88,Low,False,Yes
TX-100951,2024-07-03 14:52:16.990462,Canada,India,55136.17,CAD,SWIFT,66.99,Medium,False,Yes
TX-100952,2025-02-14 14:24:39.990462,India,India,11163.24,INR,SWIFT,64.32,Medium,False,Yes
TX-100953,2025-01-03 15:50:23.990462,Italy,South Africa,28956.23,EUR,RTGS,90.27,High,True,Yes
TX-100954,2024-12-27 14:13:58.990462,UK,Spain,20868.02,GBP,RTGS,11.39,Low,False,Yes
TX-100955,2024-07-13 16:03:20.990462,Russia,Australia,39716.72,RUB,SEPA,31.54,Low,False,Yes
TX-100956,2024-10-01 12:56:42.990462,Australia,China,11210.54,AUD,SEPA,9.08,Low,False,Yes
TX-100957,2024-11-17 00:03:18.990462,UK,India,3280.99,GBP,Wire,40.74,Medium,False,Yes
TX-100958,2024-09-12 01:12:19.990462,USA,Brazil,65713.72,USD,RTGS,91.16,High,True,Yes
TX-100959,2024-03-29 03:12:57.990462,France,Japan,61063.87,EUR,Wire,78.15,High,True,Yes
TX-100960,2024-09-14 01:29:59.990462,Italy,Russia,70865.06,EUR,ACH,72.29,High,True,Yes
TX-100961,2024-10-19 10:00:03.990462,Spain,Japan,66072.61,EUR,Wire,53.3,Medium,False,Yes
TX-100962,2024-10-20 08:45:54.990462,Germany,Australia,11518.04,EUR,SWIFT,88.35,High,True,Yes
TX-100963,2024-09-17 20:02:20.990462,Australia,Australia,29178.78,AUD,SEPA,44.94,Medium,False,Yes
TX-100964,2024-10-26 07:27:25.990462,Spain,France,13039.71,EUR,Wire,14.97,Low,False,Yes
TX-100965,2024-09-10 18:17:32.990462,Spain,China,84312.94,EUR,SEPA,83.76,High,True,Yes
TX-100966,2025-01-04 19:07:37.990462,South Africa,UK,74715.68,ZAR,Wire,27.96,Low,False,Yes
TX-100967,2024-08-14 22:07:33.990462,Netherlands,Netherlands,20232.55,EUR,SEPA,5.36,Low,False,Yes
TX-100968,2024-07-21 00:48:18.990462,Italy,South Africa,34196.79,EUR,SWIFT,12.6,Low,False,Yes
TX-100969,2025-01-18 16:18:31.990462,France,France,96664.84,EUR,Wire,60.91,Medium,False,Yes
TX-100970,2024-11-06 14:45:53.990462,South Africa,UK,59456.52,ZAR,RTGS,60.71,Medium,False,Yes
TX-100971,2024-03-24 18:36:07.990462,Russia,South Africa,80135.44,RUB,RTGS,26.02,Low,False,Yes
TX-100972,2025-02-20 22:12:18.990462,Italy,France,26532.64,EUR,SWIFT,72.72,High,True,Yes
TX-100973,2025-03-03 19:33:31.990462,France,Germany,21084.29,EUR,RTGS,77.36,High,True,Yes
TX-100974,2024-03-22 05:11:02.990462,Russia,Australia,78413.3,RUB,SEPA,92.05,High,True,Yes
TX-100975,2025-01-21 20:05:19.990462,Canada,Spain,68618.66,CAD,ACH,58.49,Medium,False,Yes
TX-100976,2024-07-08 23:42:47.990462,Australia,France,68129.7,AUD,RTGS,77.94,High,True,Yes
TX-100977,2024-08-08 22:27:11.990462,USA,South Africa,55308.19,USD,Wire,75.31,High,True,Yes
TX-100978,2024-07-31 10:03:00.990462,Brazil,Russia,56401.48,BRL,RTGS,25.78,Low,False,Yes
TX-100979,2024-11-04 05:41:20.990462,Japan,USA,73596.18,JPY,SEPA,31.02,Low,False,Yes
TX-100980,2025-02-08 02:05:50.990462,USA,UK,27073.25,USD,Wire,47.85,Medium,False,Yes
TX-100981,2025-01-13 00:16:41.990462,Spain,Spain,35341.57,EUR,SEPA,1.9,Low,False,Yes
TX-100982,2024-12-31 00:37:12.990462,Germany,France,87176.51,EUR,SWIFT,29.74,Low,False,Yes
TX-100983,2024-12-29 04:49:57.990462,India,Australia,30955.63,INR,RTGS,47.39,Medium,False,Yes
TX-100984,2024-08-05 21:10:50.990462,Canada,UK,54676.33,CAD,RTGS,10.81,Low,False,Yes
TX-100985,2025-01-15 13:40:58.990462,South Africa,China,70293.68,ZAR,SEPA,12.63,Low,False,Yes
TX-100986,2025-03-12 18:01:07.990462,India,Netherlands,99992.49,INR,Wire,46.32,Medium,False,Yes
TX-100987,2024-10-23 11:05:11.990462,USA,UK,43585.6,USD,ACH,73.1,High,True,Yes
TX-100988,2024-09-24 17:20:46.990462,South Africa,Brazil,42866.48,ZAR,SEPA,83.37,High,True,Yes
TX-100989,2024-08-25 12:08:46.990462,USA,Japan,84274.58,USD,RTGS,54.63,Medium,False,Yes
TX-100990,2024-06-14 11:53:22.990462,Germany,France,80569.76,EUR,ACH,47.47,Medium,False,Yes
TX-100991,2024-05-29 15:24:52.990462,Germany,UK,73134.48,EUR,SEPA,38.43,Low,False,Yes
TX-100992,2025-02-03 23:51:47.990462,Russia,UK,46376.64,RUB,SWIFT,19.29,Low,False,Yes
TX-100993,2024-07-26 16:54:16.990462,USA,Russia,32461.52,USD,ACH,14.66,Low,False,Yes
TX-100994,2024-06-06 22:49:28.990462,China,Brazil,60912.18,CNY,RTGS,79.19,High,True,Yes
TX-100995,2025-03-16 16:47:34.990462,UK,Brazil,87634.71,GBP,SEPA,46.5,Medium,False,Yes
TX-100996,2025-02-24 06:11:06.990462,Germany,Netherlands,88389.37,EUR,RTGS,79.03,High,True,Yes
TX-100997,2024-08-06 23:27:45.990462,UK,India,10938.98,GBP,ACH,70.41,High,True,Yes
TX-100998,2024-10-01 18:17:30.990462,Australia,South Africa,42892.19,AUD,ACH,19.39,Low,False,Yes
TX-100999,2025-01-27 00:27:46.990462,India,UK,46525.72,INR,ACH,51.03,Medium,False,Yes
TX-101000,2025-01-15 18:14:29.991465,Canada,UK,97763.78,CAD,RTGS,44.4,Medium,False,Yes
TX-101001,2025-01-01 21:59:45.991465,China,Germany,67832.0,CNY,SWIFT,42.39,Medium,False,Yes
TX-101002,2024-06-27 09:23:11.991465,Germany,Canada,40783.92,EUR,ACH,54.26,Medium,False,Yes
TX-101003,2024-12-09 13:04:45.991465,Australia,USA,2703.18,AUD,ACH,98.21,High,True,Yes
TX-101004,2024-07-05 08:29:35.991465,Brazil,Spain,56581.98,BRL,RTGS,81.29,High,True,Yes
TX-101005,2024-12-06 22:02:34.991465,France,China,9697.99,EUR,RTGS,90.37,High,True,Yes
